PVALB,10635,10.128963
SLC25A37,12113,10.12326
PRMT7,10380,10.121581
POU6F1,10150,10.118116
LINC00515,6947,10.093015
TMEM127,13552,10.088652
ESRRA,4095,10.087527
VWC2,14662,10.084561
FAM216A,4328,9.998439
BEND6,1255,9.918309
LINC01137,7001,9.916498
CDR2L,2238,9.912719
XKR6,14821,9.895672
RCC2,10956,9.879295
KBTBD3,6333,9.845805
SLC16A6,12043,9.843492
ZSWIM4,15617,9.839669
LRPAP1,7381,9.838001
ARHGAP9,777,9.831854
DEFB131A,3296,9.82954
MAP3K6,7635,9.826143
CCDC58,1969,9.823226
MYH7B,8396,9.80798
DHX35,3382,9.780228
HCN1,5498,9.772325
RAB37,10722,9.764132
CHGA,2407,9.756438
ANKRD34C,580,9.726754
GRIN2A,5311,9.715365
FZD6,4799,9.709704
ZNF165,15125,9.70905
POU6F2,10151,9.707302
NKX1-2,8795,9.686184
CEP85L,2321,9.685541
LCA5,6808,9.685022
TBCE,13202,9.674995
SORBS3,12542,9.668362
NDRG3,8594,9.665172
MRGPRF,8139,9.655371
USP45,14505,9.630813
PRRT3,10444,9.627945
FLT3,4637,9.607865
LOC727896,7303,9.601021
PIM3,9826,9.585244
PIK3CA,9814,9.56652
CLEC16A,2541,9.557517
EFR3A,3795,9.520983
ZBTB34,14925,9.520817
ST3GAL6-AS1,12809,9.514585
ACSL6,154,9.50055
TRMT61B,14045,9.492909
SLC19A2,12056,9.458619
CERK,2327,9.441079
ABCC8,48,9.428272
DCLK1,3203,9.413116
KCNH6,6366,9.409354
PPARGC1A,10159,9.406704
IER2,5932,9.401109
RELL2,10991,9.400734
CCL27,2017,9.389771
KNG1,6642,9.379919
SLC38A1,12204,9.377979
SRA1,12710,9.360263
PRO1804,10384,9.354561
SLC4A8,12252,9.341496
CNST,2660,9.324468
SOHLH1,12538,9.310817
MGST2,7939,9.308601
INTS9,6134,9.297339
TBC1D4,13191,9.296209
FAM43A,4354,9.29238
FBLN7,4448,9.289569
FLJ23867,4620,9.288193
OSBPL5,9254,9.27535
MTCL1,8285,9.264807
SLC5A6,12264,9.228947
SERPINB9,11817,9.218086
PRKCB,10350,9.211063
RBMS1,10932,9.206258
MAP1LC3B,7611,9.196221
ARC,726,9.170919
ZNF487,15311,9.168367
LAG3,6753,9.142839
MAP9,7649,9.140556
ATP2B2,1016,9.118726
SLC8A1,12289,9.101748
INA,6080,9.097013
ZBTB21,14918,9.088699
MYO15A,8414,9.088462
TRIM52,14003,9.085766
ACVR1C,190,9.043011
MPP1,8111,9.017937
KCNC4,6352,9.00097
INTS8,6133,8.998275
PELI3,9641,8.985267
PPARD,10157,8.969318
CSDC2,2929,8.922611
STRN,12911,8.919227
PPIL3,10188,8.900545
MADCAM1,7546,8.89677
CELF2,2262,8.891172
BTBD11,1390,8.874701
CREBRF,2872,8.848647
PCSK1,9527,8.845136
PAG1,9345,8.836891
TRMT9B,14046,8.836701
KLF12,6564,8.836063
DCUN1D2,3224,8.829484
FMN1,4645,8.802603
ARHGAP39,769,8.79618
KDM7A,6456,8.789481
ZNF385A,15249,8.789407
IGFBP2,5991,8.784589
CCNI,2037,8.777283
TAS2R10,13142,8.768934
ADAM22,208,8.76569
OR2AK2,9194,8.748364
SLC39A8,12223,8.741706
SMCO4,12367,8.737037
MID2,7959,8.735276
SOAT1,12525,8.724838
NIPAL2,8770,8.67752
SEMA6D,11775,8.676398
FAM120C,4227,8.675439
GSTT1,5367,8.650999
DSCC1,3627,8.642825
ARHGEF11,784,8.631912
TPTE2P6,13913,8.617743
SYT12,13052,8.615844
TLE2,13467,8.607273
EPHB2,4018,8.605644
GLS2,5069,8.595152
MC1R,7739,8.587422
NDUFS1,8638,8.583146
XYLT2,14845,8.580351
SLC39A14,12218,8.562461
ANKH,541,8.560552
ANKRD37,586,8.559198
SLC47A1,12242,8.545997
MAP3K13,7626,8.536893
MAP2K3,7617,8.535356
ZBTB8OS,14944,8.533224
HECW1,5543,8.524445
APOL2,695,8.512949
BHLHE41,1275,8.510754
ZDHHC2,14994,8.509197
OGDHL,9139,8.505851
KCNA2,6340,8.483216
CCR10,2051,8.479709
STRBP,12908,8.475103
AR,721,8.468262
TRPM3,14060,8.46084
ALDH1A3,430,8.4564
ZNF555,15357,8.447662
MCF2L-AS1,7748,8.446961
RNF113A,11178,8.442254
STAG3L4,12832,8.441963
RRNAD1,11438,8.433084
HERPUD1,5565,8.43291
CEP152,2297,8.429681
WDPCP,14695,8.421677
FAM78B,4379,8.410446
ZNF630,15424,8.410059
CKMT1B,2507,8.405132
ASPSCR1,939,8.389203
DNAJC4,3512,8.387299
P2RX6,9304,8.384998
ZNF250,15173,8.373467
BCL3,1227,8.370323
ZSCAN9,15614,8.359959
HAPLN4,5463,8.355342
CCDC39,1962,8.345046
LINC01158,7006,8.311007
AFTPH,322,8.30876
KDF1,6440,8.308102
STAU2,12858,8.305755
AP4E1,658,8.297402
HCN2,5499,8.289201
JAM2,6269,8.288829
MCF2,7746,8.28801
HIST1H1D,5621,8.28773
GALR1,4874,8.277987
LMLN,7088,8.275703
C1RL,1530,8.268193
LINC00473,6940,8.252992
PLCB4,9909,8.25237
HSPA4L,5852,8.245638
RPGR,11288,8.245616
DCP1A,3209,8.244639
PMEPA1,10010,8.222319
TTC39A,14160,8.22187
USF2,14463,8.220678
MCF2L,7747,8.213804
KCNS1,6409,8.21172
KCNB1,6347,8.209777
TTBK2,14135,8.207656
PCGF1,9501,8.202611
TNIP1,13795,8.202445
HMBS,5709,8.202099
TADA2B,13088,8.201447
PIK3CB,9815,8.190977
PLEKHA6,9934,8.190068
PLCB1,9907,8.18339
LOC220729,7235,8.178747
NEXN,8710,8.177811
UCP3,14378,8.177464
DCLRE1A,3205,8.176217
IGFALS,5990,8.176134
STK26,12878,8.171933
CDK14,2198,8.171904
FAM110A,4212,8.164455
LOC100506124,7148,8.146131
ASTN2,945,8.144203
ST8SIA1,12821,8.140211
HELQ,5548,8.138155
PINX1,9834,8.127866
CHML,2416,8.125783
FRMD4A,4727,8.117121
GNAS,5105,8.115214
SETBP1,11836,8.111175
CCER2,2005,8.110097
ATG16L1,974,8.103875
FBXO33,4484,8.102085
TMEM81,13723,8.098291
FKBP5,4607,8.09613
LGI2,6872,8.093442
USP13,14472,8.083022
MAST4,7705,8.081218
ATP4A,1022,8.079002
ZFYVE19,15051,8.072263
LAPTM4B,6782,8.060668
COG2,2688,8.057904
FANCI,4415,8.049772
DCBLD2,3196,8.03859
HPS1,5793,8.035911
KREMEN1,6660,8.031662
CHRD,2437,8.028587
MICU3,7956,8.020408
TOX2,13859,8.019056
NARS,8517,8.018973
SLC35A4,12177,8.016023
CLK3,2567,8.002546
MSRB3,8260,7.997871
RMI1,11155,7.990679
DPP8,3592,7.985726
DMKN,3454,7.973008
SMARCD2,12355,7.97017
OR2L8,9200,7.967665
EIF5,3870,7.953603
THSD4,13404,7.948118
ARID2,806,7.948078
ABCA6,33,7.942014
PFKFB2,9677,7.941046
PLCD4,9912,7.937997
NAT8L,8524,7.933714
CITED2,2498,7.929728
PPIEL,10182,7.925198
ETV6,4116,7.917338
CTIF,2990,7.911696
KLHL20,6593,7.893851
RNF157,11202,7.887286
RRM2B,11435,7.886203
MRS2,8233,7.885239
CA7,1697,7.884192
EPN3,4029,7.879355
LRRC38,7404,7.862094
PAIP1,9348,7.858875
MIR600HG,7994,7.856809
KIAA1841,6509,7.854417
RSRC1,11466,7.827151
RWDD2B,11513,7.812478
CORO7,2786,7.81071
ATP13A3,1004,7.796425
EFNA5,3791,7.783718
RFPL2,11030,7.782093
CDC42EP3,2153,7.780478
CCNB1IP1,2023,7.779674
NKX3-1,8801,7.77857
TPP2,13895,7.776415
CHD9,2401,7.771387
OR2L3,9199,7.76799
CCSER1,2058,7.763382
SMC2,12359,7.744081
SGIP1,11887,7.733918
FZD4,4797,7.732067
C18orf25,1498,7.714455
ZDHHC5,15002,7.711966
LINC00652,6959,7.708421
SLC35C1,12183,7.704747
FGF18,4555,7.696123
MAP2K6,7620,7.69178
TMEM86B,13725,7.68342
LOC100294145,7142,7.673394
NAGPA,8490,7.670532
LTB,7475,7.668209
SLCO4A1,12308,7.651312
CLCN2,2519,7.647679
NRG1,8965,7.635021
SCLT1,11645,7.630003
CHD6,2398,7.628123
FGF13,4551,7.626758
ABCG4,59,7.615207
ITPK1,6239,7.609665
EGR1,3805,7.609333
ZNF385D,15251,7.60792
VPS54,14634,7.592885
MBNL2,7730,7.592563
SNHG1,12446,7.590872
BBS7,1195,7.590043
CDADC1,2132,7.569068
DEXI,3330,7.561862
DOK3,3561,7.55794
PCDHB11,9474,7.553964
MX1,8359,7.552182
TMEM145,13570,7.547139
PCP4,9525,7.544637
MED11,7799,7.536668
GAS6,4896,7.532224
SH3BGRL,11911,7.528658
SEPT12,11790,7.526982
MTPAP,8323,7.509026
LOC728743,7311,7.506566
REEP6,10986,7.503731
MAX,7716,7.502808
KCTD9,6435,7.499226
FAM71E1,4372,7.491576
MYC,8379,7.491489
NCEH1,8559,7.487243
SLC45A4,12239,7.486959
TRMT10A,14031,7.47658
MTFP1,8294,7.475178
MAPK10,7651,7.474543
POU3F2,10146,7.470504
CD99L2,2130,7.454552
NR1D2,8936,7.442869
PKNOX2,9876,7.441862
CCDC78,1983,7.438889
TCTEX1D1,13272,7.438377
CASP8AP2,1852,7.437644
VIPR2,14589,7.432508
EMSY,3949,7.422469
TBC1D19,13174,7.421097
SRSF1,12752,7.41982
NEFH,8665,7.418771
SLC5A4,12263,7.4168
KRBA1,6655,7.414102
SIKE1,11979,7.413961
STPG1,12903,7.412355
LRRC49,7414,7.407771
TRMT11,14034,7.405105
FOXN3,4700,7.396112
LOC643406,7289,7.393131
RASGRF1,10858,7.391719
TRIM32,13988,7.382897
TIGD3,13422,7.377665
GFRA2,4971,7.373837
ABCD2,50,7.372539
SEC62,11735,7.369957
SPECC1,12629,7.369628
HSBP1L1,5820,7.368535
NGLY1,8746,7.363703
MYO19,8418,7.361157
MAP4K2,7639,7.360644
TBC1D30,13186,7.356958
LOC100506388,7152,7.354874
OVGP1,9287,7.353202
PLPP7,9984,7.34932
PRIM1,10332,7.348289
FAM49B,4361,7.346831
IL6R,6054,7.339312
FKBP7,4608,7.325653
LGI3,6873,7.323479
MYLK2,8408,7.322923
PTPRD-AS1,10598,7.319649
MKLN1,8010,7.311657
ZNF782,15530,7.30377
JARID2,6272,7.292592
KBTBD2,6332,7.289355
GABRB2,4832,7.286432
POU3F3,10147,7.285903
KIAA1107,6487,7.282134
SYT3,13059,7.278713
GADD45B,4842,7.273306
C3orf18,1609,7.264023
IDE,5920,7.263519
RMC1,11151,7.255232
SORL1,12547,7.252398
RPP25,11359,7.251355
PRKCA,10349,7.250327
TNNC2,13803,7.249226
ARL5B,831,7.247532
ZNF35,15235,7.238693
LOC284454,7239,7.234302
SCN4B,11655,7.23282
CAMKK2,1778,7.231395
RHOBTB2,11094,7.227731
PTCHD4,10543,7.225037
EDNRA,3752,7.224594
TRPM2,14059,7.217497
ST6GALNAC1,12813,7.214319
NXPH3,9107,7.209647
C8orf31,1659,7.209548
ADD1,255,7.20684
CACNG2,1731,7.199283
KCNS2,6410,7.199206
MMP15,8045,7.189514
PPP2R5D,10261,7.187146
EMB,3919,7.186619
COQ3,2772,7.183026
TDP2,13279,7.177802
USP31,14490,7.171759
ARL4C,828,7.168964
KALRN,6303,7.161136
ITM2A,6235,7.153861
NR1H2,8937,7.153768
NXPE3,9104,7.153105
TAS2R14,13144,7.147249
PRAG1,10291,7.144297
MTAP,8281,7.14393
CD274,2090,7.135539
ITPR1,6243,7.131712
MPC1,8096,7.131025
DIS3L2,3413,7.131011
WASHC4,14680,7.119488
GUCA2B,5404,7.114333
TSPAN9,14115,7.10499
SRXN1,12764,7.093815
CAMTA1,1785,7.088372
MINDY3,7977,7.079238
NFKBIA,8729,7.077507
METAP2,7859,7.075804
NCK2,8563,7.072375
RABEP2,10754,7.072251
LUZP1,7491,7.07159
HAR1A,5464,7.067751
HYLS1,5897,7.064601
C19orf25,1503,7.057773
ARMC8,846,7.052888
ADAMTS5,223,7.052102
MFSD9,7916,7.051248
IL1RAP,6039,7.051055
MROH5,8149,7.047271
KLHL24,6596,7.044616
RELT,10993,7.043251
ZNF385B,15250,7.043228
ROCK2,11264,7.041664
ABCA9,36,7.027145
HAGHL,5455,7.019903
ZC3H10,14948,7.008838
AVPI1,1105,7.007246
TC2N,13226,6.998515
MAFB,7553,6.993257
EHD2,3812,6.992143
PDSS1,9614,6.98418
GIGYF2,5007,6.979572
KYAT1,6739,6.979528
ABCB7,40,6.964082
TIAM2,13415,6.960535
SV2C,12998,6.957539
FNDC4,4663,6.957133
CNNM1,2636,6.953564
LINC01128,7000,6.952523
LURAP1L,7490,6.949278
TRPT1,14066,6.934077
ZCCHC8,14979,6.93357
XPR1,14834,6.933025
DIRAS1,3406,6.932487
MAT2B,7708,6.929397
PI4K2A,9769,6.927002
CRTAC1,2902,6.926478
METTL24,7872,6.925939
MICB,7953,6.918752
SLC25A32,12109,6.916334
TMEM204,13630,6.905567
ZNF182,15132,6.905254
ARID5B,812,6.900393
MAP3K9,7637,6.898833
PLEKHM2,9955,6.897683
MYNN,8412,6.896125
SPART,12600,6.891695
KCNK12,6387,6.891202
CCNE1,2031,6.889151
HSPB2,5859,6.885041
DENND5B,3313,6.876383
MRGBP,8136,6.872806
ZNF284,15200,6.870917
RORA,11270,6.869276
PCNX2,9518,6.864724
GPLD1,5205,6.85781
PHKA2,9744,6.853979
PDS5B,9613,6.853262
ZADH2,14896,6.849167
FOSB,4676,6.841775
KCNJ3,6379,6.839388
ERP44,4082,6.835946
CAMK2G,1773,6.835585
CSTF2,2967,6.831788
CCDC184,1949,6.830972
GRAMD1B,5284,6.830127
ABTB2,94,6.827909
FAM78A,4378,6.825951
YARS,14849,6.825575
GPR108,5213,6.815487
KDELC1,6436,6.814019
POGLUT1,10067,6.808058
DCAF13P3,3184,6.802278
STRADA,12905,6.800685
LRRC8C,7434,6.800548
C16orf72,1481,6.79983
N4BP1,8451,6.799171
EYA4,4163,6.795078
SSH3,12778,6.791857
GHRLOS,5002,6.786946
CRISPLD1,2887,6.786939
ATP6V0A2,1045,6.786058
TRIM35,13990,6.783854
CTSZ,3018,6.768401
ABTB1,93,6.766446
ATP1B1,1010,6.765875
ZBTB7A,14940,6.75509
GNRH1,5135,6.750918
GPR158,5232,6.74981
YBEY,14851,6.748085
SLC36A1,12199,6.747029
IQUB,6167,6.738437
OSBPL1A,9251,6.735775
SIAH2,11967,6.733801
C17orf75,1493,6.72886
PCDHB10,9473,6.723286
PER1,9647,6.721748
CAST,1855,6.720869
SLC6A6,12274,6.718792
SLC12A8,12028,6.713533
KCNJ11,6374,6.707542
PRH2,10327,6.706662
FMN2,4646,6.704455
FAM57B,4367,6.702754
RTKN2,11476,6.701813
TMEM35A,13682,6.700215
NFKBIZ,8733,6.691056
ZFYVE9,15056,6.690763
DYNC2H1,3690,6.688041
YOD1,14872,6.687768
RFX5,11041,6.682213
SPTBN5,12700,6.674461
SPHK1,12640,6.674113
SNRNP35,12472,6.670734
SMIM3,12394,6.665701
CEND1,2270,6.662093
PLEKHF1,9940,6.660651
WDR70,14737,6.659921
ESCO1,4086,6.659698
PRSS16,10449,6.659612
ARHGEF10L,783,6.6454
FLT1,4636,6.643052
DPY19L2P1,3598,6.640362
MATK,7709,6.636352
HLTF,5706,6.630542
RBBP4,10884,6.63039
NUDT22,9058,6.622448
SLC15A4,12035,6.619811
WFDC2,14761,6.618865
JMY,6286,6.6182
PWAR5,10639,6.612684
CKAP2,2501,6.609359
CADPS2,1746,6.608292
CCDC115,1907,6.606813
SLC25A15,12093,6.602928
LIAS,6892,6.601428
TMEM14C,13574,6.596783
HES6,5570,6.581682
DSCAML1,3626,6.579544
UPP1,14435,6.577143
VAPA,14549,6.575612
ELMOD2,3899,6.575158
KRIT1,6663,6.571813
DNAAF2,3466,6.571144
FAM214A,4325,6.567541
UBAP1,14286,6.563718
FAM160B2,4260,6.556908
GK,5032,6.550184
LIN9,6919,6.547798
SORBS1,12540,6.546032
SDSL,11707,6.545214
GIT2,5021,6.543818
PREP,10322,6.533699
TRIP11,14022,6.532075
GABRD,4834,6.529733
UBE2QL1,14323,6.526815
HEXIM1,5575,6.526479
ABCB9,42,6.526431
GPR146,5224,6.525696
BTN2A2,1409,6.524938
HERC6,5564,6.522704
MROH8,8152,6.517948
POU3F4,10148,6.511484
ACTN4,175,6.510259
REPIN1,10997,6.509226
ATG4D,982,6.507711
RUNX2,11505,6.502166
INHBA,6093,6.499144
CDKL1,2219,6.488653
WDR91,14750,6.487741
P3H3,9315,6.487312
AAK1,13,6.486431
INPP5F,6108,6.48311
NCALD,8544,6.473916
CNNM2,2637,6.470593
GMPR,5091,6.469303
OSBPL2,9252,6.467313
HS3ST5,5815,6.466756
RERG,11002,6.466112
SDHAF2,11696,6.464204
ANKRD18DP,560,6.461926
ATP1A4,1009,6.460991
RILP,11116,6.459927
GK3P,5033,6.459912
KLHL15,6590,6.452895
STX8,12935,6.449846
SLC29A1,12147,6.449625
NOP2,8865,6.448337
LAMC1,6766,6.446304
IRF2BP1,6174,6.442405
EDEM3,3747,6.438831
AKT1S1,418,6.436891
MICA,7947,6.434251
VWA8,14661,6.434044
BICDL2,1281,6.43372
MNS1,8056,6.431307
RICTOR,11112,6.427351
TDRD3,13282,6.426618
HECA,5538,6.426321
ABCA7,34,6.425878
BRAF,1347,6.424453
ZNF124,15104,6.410847
TET1,13318,6.408455
FIZ1,4596,6.405395
FOCAD,4669,6.397023
MCM3AP-AS1,7757,6.394748
DCPS,3212,6.39334
FOXQ1,4707,6.392918
PANK1,9368,6.387154
REEP2,10982,6.386395
ERG,4057,6.384619
SLC38A5,12209,6.383114
LOC729159,7314,6.382534
RAB11B,10690,6.382528
NUDT5,9060,6.379446
OXCT2,9291,6.374672
RWDD1,11511,6.371373
TWNK,14237,6.370244
PNKD,10032,6.367651
DDX3X,3265,6.36731
SZT2,13071,6.364996
SCRN2,11670,6.362517
RGPD3,11052,6.360691
ODF2,9132,6.359245
AGPAT3,346,6.358626
STXBP5L,12940,6.358399
MIR9-3HG,7997,6.349788
IL15RA,6029,6.349771
EMCN,3931,6.349221
DIP2A,3403,6.347805
PPTC7,10283,6.342455
CDC42BPA,2149,6.337433
IDS,5930,6.332943
RADIL,10786,6.328312
GHDC,4997,6.322822
ALG3,454,6.316136
FES,4536,6.313118
CLVS2,2598,6.312296
KANK3,6306,6.311266
AMER1,492,6.311037
SPSB1,12691,6.303074
TRIM13,13972,6.302367
IGLL3P,6003,6.299216
WRAP73,14794,6.292898
MIER1,7964,6.292197
ARNT,855,6.290218
UBA3,14277,6.282243
TMEM88,13728,6.281442
GSE1,5344,6.276093
STAT4,12853,6.274131
PURA,10627,6.272335
RAMP3,10807,6.272183
DENND4C,3311,6.271393
RNLS,11251,6.270876
ZBTB40,14930,6.261913
GJC1,5029,6.261707
ATRNL1,1080,6.260641
ATF4,962,6.257935
NLRX1,8818,6.250283
HIVEP2,5675,6.249423
ADAM9,215,6.246246
NUB1,9034,6.24485
TAS2R31,13148,6.243849
SNTG1,12490,6.243363
THEM4,13387,6.243144
CCDC136,1919,6.242558
LMBR1,7081,6.234026
MGA,7917,6.233904
NR2C1,8939,6.229744
ADSSL1,304,6.227838
GTF3C3,5391,6.22676
FASTKD5,4435,6.226369
KLF2,6569,6.226223
SLC9A1,12293,6.22348
RANBP17,10811,6.223134
NUP35,9080,6.212924
PTH1R,10563,6.200719
SLC25A17,12095,6.198712
NOSTRIN,8876,6.198433
WASHC1,14676,6.193855
ZNFX1,15580,6.192605
EIF4E2,3861,6.192436
SIRT4,11996,6.190621
ZCCHC3,14975,6.186882
SEC31A,11729,6.186587
SDR16C5,11704,6.186496
RTN2,11484,6.183159
SLC2A6,12160,6.182422
GNG7,5122,6.180395
SPACA6,12589,6.179774
SLC6A17,12271,6.175499
RCAN2,10950,6.175484
CIT,2496,6.17311
PPP1R3D,10238,6.17201
TSC22D1,14077,6.167627
SCAF11,11607,6.166209
CXorf36,3065,6.161485
HOMER3,5767,6.156598
MRPL16,8160,6.154138
HRC,5803,6.153542
VPS11,14605,6.151595
OSGIN2,9263,6.148425
PLAG1,9898,6.146011
MRPS26,8218,6.14321
PCDHB18P,9481,6.134335
ESAM,4085,6.131676
SYT15,13055,6.130663
SLC25A40,12117,6.129636
FNDC10,4659,6.129461
ALKBH2,463,6.124199
LTV1,7486,6.123208
PIP4P2,9840,6.122079
RAB3GAP2,10730,6.121351
SLITRK3,12321,6.116813
NFIX,8727,6.116064
EDN3,3751,6.115959
UTP15,14526,6.112188
RALB,10795,6.106222
VASH2,14554,6.105814
MBD2,7720,6.09792
KCNA3,6341,6.095898
CYB5R4,3081,6.093226
B3GALNT2,1117,6.093013
ATXN7L2,1090,6.091747
LEF1,6847,6.089367
RIMKLA,11120,6.08894
BMS1,1317,6.088887
MOB2,8062,6.086992
SLC20A2,12066,6.080381
CCNI2,2038,6.079952
ELL2,3893,6.079452
FAM84A,4383,6.078499
OR7E47P,9229,6.077625
RPH3A,11290,6.074138
PIDD1,9784,6.068581
IQCH-AS1,6158,6.065101
NT5DC1,9012,6.061538
ZMYM6,15089,6.061509
MGAT5,7925,6.058549
TAS2R45,13152,6.05773
TEPSIN,13308,6.056374
OSBPL3,9253,6.056194
MRRF,8232,6.055786
TMEM161B-AS1,13586,6.049561
DGCR8,3339,6.049225
WDR33,14710,6.049007
ADGRA1,258,6.048343
GRPEL2,5335,6.046084
DAXX,3162,6.044653
ELMO3,3897,6.044208
WDR75,14740,6.039247
STIM2,12867,6.036348
MTRF1,8326,6.034129
TCF7L2,13256,6.031504
PLCL1,9918,6.029596
POU3F1,10145,6.029243
RBM41,10922,6.024447
TCOF1,13265,6.023546
PRKAR2A,10347,6.023117
ZNF394,15253,6.017144
TAP1,13128,6.015552
NCKIPSD,8567,6.013945
FGF7,4558,6.011458
ARIH1,813,6.010691
PCDH12,9460,6.00859
FUT11,4771,6.003324
SYNDIG1,13025,6.003064
HIST4H4,5673,6.001651
PMAIP1,10008,6.000375
PCAT19,9446,5.997417
PDZD8,9625,5.997056
MPHOSPH9,8105,5.996107
ANKS1A,601,5.995653
FAM135B,4244,5.99382
MECOM,7794,5.993671
SAR1B,11578,5.991196
SNHG14,12450,5.989377
USP6NL,14516,5.988884
KCMF1,6338,5.988542
FAM167B,4269,5.986002
BCL10,1216,5.981462
TAS2R30,13147,5.979348
SLC9A5,12297,5.978425
CARD19,1816,5.9763
ATP10A,996,5.976195
NAPA,8508,5.974006
ERMP1,4076,5.965602
WDR81,14743,5.963515
ARHGAP26,757,5.962956
TMCC2,13512,5.962815
MPZL3,8127,5.962041
GABRA1,4826,5.957047
PKD2,9864,5.9564
TMEM223,13643,5.955904
OCEL1,9126,5.949252
TICAM1,13416,5.944368
RPS6KB1,11408,5.943977
ST3GAL5,12807,5.937815
GART,4890,5.936401
FAM81A,4380,5.936205
KMT5B,6639,5.935037
ACYP2,196,5.934373
CEACAM19,2247,5.930336
PARD6B,9393,5.930194
SLFN5,12313,5.925842
BEAN1,1250,5.924979
ABHD12,64,5.922811
C1orf174,1542,5.919315
PACSIN3,9338,5.916822
RNF168,11206,5.915655
ARFGEF2,738,5.909202
IGF1R,5985,5.904986
PRDM1,10300,5.903267
ZNF653,15433,5.903252
ECSIT,3740,5.901529
CPNE9,2833,5.900967
OXNAD1,9294,5.900956
MFF,7893,5.899079
INSIG2,6113,5.895903
GLRX,5064,5.894225
NREP,8963,5.891281
SLC22A5,12077,5.889642
ASAP1-IT1,894,5.889353
FAM217B,4329,5.882602
CRABP1,2851,5.87953
LEPROTL1,6858,5.879417
CEP135,2296,5.877095
ONECUT2,9163,5.876678
LPAR5,7341,5.876552
COX17,2793,5.875581
MIB2,7946,5.875445
TAS2R13,13143,5.875165
SPHK2,12641,5.874689
EPHB6,4020,5.871814
P2RX6P,9305,5.863038
ELAVL4,3883,5.85388
TAF3,13102,5.853645
SRARP,12711,5.850155
RGPD4,11053,5.849926
HNRNPUL2,5764,5.84991
ZC3H12C,14952,5.846764
NUDT8,9063,5.846701
GALNT3,4867,5.844995
PPP1CB,10209,5.841023
PHLDB2,9751,5.84023
MSL2,8250,5.839963
CLIP4,2563,5.835866
ARHGAP44,772,5.834799
PDE10A,9555,5.834143
CADM4,1744,5.833714
IGLL1,6002,5.831042
FAM35BP,4351,5.830794
MAGEL2,7567,5.82396
KCNS3,6411,5.822163
CLDN5,2534,5.821845
SPRY3,12686,5.819083
POLD3,10074,5.81706
KANSL1,6308,5.811473
NFKB1,8728,5.809271
